product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,dosage_use,side_effect
[60 tablets] Product helps reduce stress and behavioral disorders in pets KalmVet Vet Expert,750000,2022-09-03,2025-09-22,2027-07-10,176,accessory,"['https://salt.tikicdn.com/ts/product/7d/f9/51/d3e24f4d5ea7244fb4449cbb5735f4c4.jpg', 'https://salt.tikicdn.com/ts/product/6e/d7/b5/08ca578fca52a9ebf56deab96f528157.jpg', 'https://salt.tikicdn.com/ts/product/5d/4c/69/0ec79081fe2455d0e094ac82bef60359.jpg']",dog,Use 1 capsule daily after meals.,May cause slight dryness of the skin.
1 box x 6 HEARTGARD tablets (new model) deworming dogs from 600gr-11.5kg,465000,2023-03-04,2025-12-22,2027-08-25,84,accessory,"['https://salt.tikicdn.com/ts/product/64/85/b4/0305360aad31100e48bc6d1c9542a563.png', 'https://salt.tikicdn.com/ts/product/73/41/3c/1e3334d5c59b530f9915a6f55052ee76.png', 'https://salt.tikicdn.com/ts/product/e4/97/57/000d3a454e669c187ac36ce3d5905e04.png']",dog,Use up to 3 times daily if needed.,May cause slight dryness of the skin.
"BRAVECTO kills scabies, ticks, and fleas (dogs 10-20kg)",565000,2024-12-02,2025-01-11,2027-02-28,75,accessory,['https://salt.tikicdn.com/ts/product/8d/0d/84/c2edd454d3d2557cf1309465665e3fb8.png'],bird,Take 30 minutes before meals.,Rare cases of mild headache have been noted.
"BRAVECTO kills scabies, ticks, and dog fleas",435000,2023-07-11,2024-10-31,2028-12-19,80,accessory,"['https://salt.tikicdn.com/ts/product/cf/a3/53/77af077f9a68201ae35f3723d8ea39ae.png', 'https://salt.tikicdn.com/ts/product/51/55/28/29c3204f4d5629b121523b46cd077ed3.png']",dog,"Apply externally only, avoid contact with eyes.",May cause increased thirst.
"BRAVECTO kills scabies, ticks, and fleas (dogs 4.5-10kg)",465000,2023-02-07,2024-11-09,2027-05-14,188,accessory,"['https://salt.tikicdn.com/ts/product/b1/c8/c8/10b5c403868b8a898aa3ebfe72ec1eac.png', 'https://salt.tikicdn.com/ts/product/ba/c6/52/ddef0aa13b882b7c11ad5fb0826b37b4.png', 'https://salt.tikicdn.com/ts/product/70/33/05/392cf807ca00f9a2440e8aa74c95318a.png']",bird,Spray directly onto the surface and let dry.,Mild drowsiness may occur during initial use.
"Vemedim Cefalong tablets for dogs and cats with respiratory, urinary, and wound problems, 1 box of 10 tablets",107800,2022-09-11,2025-04-17,2027-04-22,168,accessory,"['https://salt.tikicdn.com/ts/product/85/07/a9/dca36edff76cb69bf6fca2e9dd16df65.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8958ca20702f5a3c90421718e8daefc0.png', 'https://salt.tikicdn.com/ts/product/da/81/71/5eba389ad7a6ba4dbe925f22f9eae8a6.png']",rabbit,Use regularly for best results.,May cause light dizziness when used in excess.
"(New version) - Salmon oil for dogs and cats Salmon Oil SHD nourishes smooth fur, prevents hair loss, increases resistance, 100ml bottle",155000,2023-05-18,2025-03-25,2026-07-10,176,accessory,"['https://salt.tikicdn.com/ts/product/61/ac/3f/43882b97f2b9c84df76e71e256276c24.jpg', 'https://salt.tikicdn.com/ts/product/f1/3e/c0/0954815dba94ea44e02a7653abd64d8f.jpg', 'https://salt.tikicdn.com/ts/product/4a/b5/cf/75fbb82894c82f7c9112e3f44221dbb0.jpg']",dog,"Apply externally only, avoid contact with eyes.",Mild itching at the application site.
Bioline Ear Care Ear Cleaning Solution for Dogs and Cats 50ml,75000,2022-03-19,2024-02-10,2027-02-02,141,accessory,"['https://salt.tikicdn.com/ts/product/29/bc/c7/bdb156fe4836fd8d481591bb577667c4.jpg', 'https://salt.tikicdn.com/ts/product/4b/0f/22/b4ea23726a2222f921b4022cbe9b7845.jpg', 'https://salt.tikicdn.com/ts/product/6e/83/68/c7a868c15d213a5665c516e884cd5e6b.jpg']",dog,Use regularly for best results.,May cause increased thirst.
"Spray Dog flea and tick treatment spray bottle for dogs Helps kill ticks, lice and fleas Made in Vemedim Vietnam",65000,2022-08-21,2024-05-30,2026-09-19,184,accessory,"['https://salt.tikicdn.com/ts/product/3c/ef/18/6b7badd4fdbc4694df454fba5a304276.jpg', 'https://salt.tikicdn.com/ts/product/61/16/e1/56a50231b037451d0581cadffc1413f5.jpg', 'https://salt.tikicdn.com/ts/product/d8/ce/ec/dfa6ab9b6244c3ab1c7de1ff13b9ae39.jpeg']",rabbit,Spray directly onto the surface and let dry.,Temporary changes in stool consistency.
BIO GENTADROP Eye Drops Solution for Dogs and Cats 10ml Bottle,22000,2024-11-18,2024-12-21,2027-04-07,161,accessory,"['https://salt.tikicdn.com/ts/product/21/8e/6c/0043b2fbfa22a591d4ca7c95fede136a.jpg', 'https://salt.tikicdn.com/ts/product/d2/71/e9/5740c7f00d3722b1a97d2ad649d4df14.jpg', 'https://salt.tikicdn.com/ts/product/3e/b3/cb/94aeb458902849facc835ee77cb557ab.jpg']",bird,Take twice a day with a full glass of water.,Mild itching at the application site.
"Vemedim Vime-deworm prevents and treats worms for dogs and cats, safe for puppies and kittens, 20ml bottle",67620,2023-03-28,2025-04-20,2028-06-14,138,accessory,"['https://salt.tikicdn.com/ts/product/3c/e1/1f/9ef5e8b35bd7201c64553da3a78d4dce.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/9e045cabcfb1234cffa9c2f92093c7e3.png', 'https://salt.tikicdn.com/ts/product/da/81/71/9aff1e0f70014e68e9e6557e74e7f269.png']",rabbit,Massage into skin until fully absorbed.,May cause light dizziness when used in excess.
Vemedim Cestopet - Praziquantel 50 mg - Special treatment for tapeworms in dogs and cats,35000,2023-09-07,2024-02-13,2026-02-13,73,accessory,"['https://salt.tikicdn.com/ts/product/30/d1/22/e2aa8c2c373b848433d3ef2f317acd54.jpg', 'https://salt.tikicdn.com/ts/product/a2/13/48/8dc5832fb5c822bb1ce3f3e65c669484.png', 'https://salt.tikicdn.com/ts/product/da/81/71/a3289ffe36cffb3d694abb610299d9a9.png']",dog,"Administer 2 tablets per day, morning and evening.",Occasional nausea in sensitive individuals.
Nexgard chewable tablets to treat fleas and ticks for dogs (1 tablet) - 4-10kg,156000,2023-06-28,2024-03-04,2026-06-19,168,accessory,"['https://salt.tikicdn.com/ts/product/5e/b8/81/ec2848dc2921791f6b987c9c0ecf3d55.png', 'https://salt.tikicdn.com/ts/product/61/4a/61/df64e5eeafcc674c53efe45807fb3d36.JPG', 'https://salt.tikicdn.com/ts/product/5b/b1/16/88d2e26d986f0481be7065c935428218.JPG']",cate,Take one dose every 12 hours.,Temporary fatigue during early use.
"Hanvet Hantox Flea, Tick, Scabies, Dog and Cat Bath Oil 200ml",42000,2023-05-04,2024-07-30,2027-06-21,57,accessory,"['https://salt.tikicdn.com/ts/product/6e/59/69/52ee109012fc52d6f3f4c01c579f0704.jpg', 'https://salt.tikicdn.com/ts/product/cb/b1/78/b4f87982d9b5d0a1f60c71ad26f8e533.jpg', 'https://salt.tikicdn.com/ts/product/4a/97/cf/924b04c952bbcae2731b52bf66cc129d.jpg']",dog,Take one dose every 12 hours.,Temporary loss of appetite may occur.
Bio Rantel deworms dogs and cats (box of 10 tablets),52000,2024-10-21,2025-10-13,2028-06-19,200,accessory,"['https://salt.tikicdn.com/ts/product/17/97/84/42ce46d4729c85d4520e6aef9354e621.png', 'https://salt.tikicdn.com/ts/product/ed/2d/36/8aca5a9614d09f9c0c123062f76c2713.jpg', 'https://salt.tikicdn.com/ts/product/a1/80/8c/b8026ad9711454ed04819c6612afe6db.jpg']",bird,Spray directly onto the surface and let dry.,May cause light dizziness when used in excess.
"Hantox Spray kills fleas, ticks, and scabies on dogs and cats (100ml bottle)",21111,2023-09-08,2025-08-28,2026-12-24,61,accessory,"['https://salt.tikicdn.com/ts/product/21/1f/73/031cf5acf9dc326a2dc9f8e4df576894.jpg', 'https://salt.tikicdn.com/ts/product/0b/fa/20/877339fd72aa3f870250ed983cc78d51.jpg', 'https://salt.tikicdn.com/ts/product/fb/61/63/0c34748dbe4f221fc534c134a6ada977.jpg']",cate,Use regularly for best results.,Temporary loss of appetite may occur.
FRONIL SPOT prevents and treats ticks and fleas on dogs (1 box x 5 ampoules),56000,2022-06-09,2025-08-09,2027-05-19,165,accessory,"['https://salt.tikicdn.com/ts/product/0a/8f/a5/a668cb217d855f81592e27e86479d4fa.jpg', 'https://salt.tikicdn.com/ts/product/60/f2/6d/477f003c6324308a9157abf939ae66e7.jpg', 'https://salt.tikicdn.com/ts/product/c1/64/23/ac284c794f385dcc9974e909b6bd9811.png']",rabbit,"Administer 2 tablets per day, morning and evening.",May cause slight dryness of the skin.
"VIME FRONDOG kills ticks, fleas, dogs and cats",104000,2023-12-14,2025-09-24,2028-08-07,94,accessory,"['https://salt.tikicdn.com/ts/product/fc/08/9a/1b6ce99e4954b7194cdee5266563a62f.jpg', 'https://salt.tikicdn.com/ts/product/fa/8b/b6/82235dabb68ce9be9442aaf06a833999.jpg', 'https://salt.tikicdn.com/ts/product/be/2e/32/c91921e68514483982f61157b0922d0d.jpg']",rabbit,"Apply externally only, avoid contact with eyes.",Temporary stomach discomfort has been reported.
Combo of 2 bottles of Bio Gentadrop dog and cat eye drops,15000,2023-05-29,2024-01-17,2026-07-13,128,accessory,"['https://salt.tikicdn.com/ts/product/3a/3c/2f/3115b6d65baaf720b6648b4931c6a649.jpg', 'https://salt.tikicdn.com/ts/product/2f/8d/2e/f17686d9a5b5c57686019e90796005a7.jpg']",cate,Take twice a day with a full glass of water.,Mild itching at the application site.
Hanpet dewormer - Dog and cat dewormer in tablet form,12400,2022-09-10,2025-08-15,2028-10-12,54,accessory,"['https://salt.tikicdn.com/ts/product/38/0f/91/25530901c7957633819260ad6db6d06b.png', 'https://salt.tikicdn.com/ts/product/05/30/76/a80305cc56bd26733024b854a7ccf6c7.jpg']",bird,Spray directly onto the surface and let dry.,Slight redness or irritation may appear.
"Small Tube of Long-lasting Tick, Scab, Flea, Dog and Cat Killer (Box of 5 tubes of 0.67ml)",45700,2022-04-07,2024-12-27,2028-01-18,122,accessory,"['https://salt.tikicdn.com/ts/product/c8/86/ad/9bfa33898e8e8a251f9c8d00e2256df8.jpg', 'https://salt.tikicdn.com/ts/product/ac/5d/4a/a606be36d300629cafaff212de658010.jpg']",cate,"Apply externally only, avoid contact with eyes.",Temporary stomach discomfort has been reported.
"Merial Frontline Spray for Treating Fleas, Ticks, and Lice for Dogs and Cats (100ml)",172000,2024-01-12,2024-05-13,2026-01-22,174,accessory,"['https://salt.tikicdn.com/ts/product/c9/00/ff/03719871b9e40653419413a040d4b315.jpg', 'https://salt.tikicdn.com/ts/product/a1/32/dc/e1969e9ec5bc9df293ede08efa77f0d0.jpg', 'https://salt.tikicdn.com/ts/product/dd/98/0d/abfd4f9d6cdf3b2c0a10131654c531c3.jpg']",cate,Add one scoop to drinking water daily.,Temporary changes in stool consistency.
"Hanvet Hantox Spray for Dogs, Cats, Scabies, and Fleas (100ml)",20600,2024-09-02,2024-06-05,2028-11-25,149,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantox-spray-100ml.u2409.d20171011.t074305.772080.jpg'],cate,Use up to 3 times daily if needed.,Mild drowsiness may occur during initial use.
"Supportive Medicine for the Treatment of Ear Mites, Mites, Scabies, Fleas, Lice, Dogs MSD Bravecto1020 (10 - 20 kg)",527000,2023-03-10,2025-05-17,2026-12-05,120,accessory,['https://salt.tikicdn.com/media/catalog/product/b/r/bravecto1020.u5530.d20170807.t140852.26066.jpg'],bird,Use 1 capsule daily after meals.,May cause slight dryness of the skin.
"Hanvet Anti-Tick, Scabies and Lice Bathing Spray for Pets 100ml",22500,2022-08-29,2024-07-20,2028-05-28,175,accessory,['https://salt.tikicdn.com/media/catalog/product/h/a/hantoxspray100ml.u5530.d20170804.t111820.366175.jpg'],rabbit,"Administer 2 tablets per day, morning and evening.",Slight redness or irritation may appear.
"VF Core functional reward soup supplemented with Lysine for cats, 12g package",25000,2023-01-29,2024-02-24,2028-08-24,96,accessory,"['https://salt.tikicdn.com/ts/product/6a/7e/db/476ec18dc2ec57660b31a8e8dbad2b3f.png', 'https://salt.tikicdn.com/ts/product/4b/1f/02/9cc82f73fbbf57370b2e8ac6f8a26e4b.jpg', 'https://salt.tikicdn.com/ts/product/88/9e/75/b6eacf161d66fc7e32c08d5acb89b5ff.png']",rabbit,Mix 5 ml with food once daily.,Temporary loss of appetite may occur.
"Bio ProGard chewable tablets kill ticks, fleas, and scabies in dogs",69000,2024-08-21,2024-05-20,2028-12-22,51,accessory,"['https://salt.tikicdn.com/ts/product/0a/04/ea/003a8a15613e466ea9fe3143f67feaf6.png', 'https://salt.tikicdn.com/ts/product/dc/68/b7/270d89087549f3ad35508d7e9df362a0.jpg', 'https://salt.tikicdn.com/ts/product/6a/26/f8/567db96ed683d507a14cef59027d1f3f.jpg']",bird,Massage into skin until fully absorbed.,Mild itching at the application site.
Virbac MILPRO Worm Dispenser for Dogs in Pellet Form with Delicious Meaty Taste Coating,80000,2023-03-02,2025-11-29,2028-07-05,60,accessory,"['https://salt.tikicdn.com/ts/product/b1/d4/de/7046acdc1b4046866e007c313fa5cb28.jpg', 'https://salt.tikicdn.com/ts/product/e6/fe/b9/0fe9703350befbf320984f1188a5c1ad.jpg']",cate,Use regularly for best results.,Mild itching at the application site.
"Thuốc Nhỏ Tai EASOTIC Virbac Trị Viêm Tai, Nấm Tai dành cho Chó (Dexoryl mẫu mới)",275000,2022-06-08,2024-09-13,2027-03-24,165,accessory,"['https://salt.tikicdn.com/ts/product/c0/11/d8/bed9f964f174c75e9037b9db0b06a4d2.jpg', 'https://salt.tikicdn.com/ts/product/f6/77/aa/392392c792508ea7c87d9c955c820d71.jpg', 'https://salt.tikicdn.com/ts/product/77/f0/28/10aaf7d36744d0358bbc1bc843cdf538.jpg']",dog,"Administer 2 tablets per day, morning and evening.",Occasional nausea in sensitive individuals.
Bio Gentazol Ear Drops for Dogs,30000,2024-06-25,2024-11-11,2028-08-30,194,accessory,"['https://salt.tikicdn.com/ts/product/de/8e/3a/f83be8f98d08b60ba01c90c29090b9f9.png', 'https://salt.tikicdn.com/ts/product/78/f5/6c/a90276d252d6ca6a0607a334950da621.png', 'https://salt.tikicdn.com/ts/product/e0/48/22/bad480376d81db0d9055a6943f474983.png']",rabbit,Add one scoop to drinking water daily.,Temporary loss of appetite may occur.
Imida Plus Vemedim - Removes Ticks and Fleas for Cats,29000,2024-11-23,2025-05-29,2026-04-27,153,accessory,"['https://salt.tikicdn.com/ts/product/d5/f2/2f/fc0cca1781130298af92fb8fc4f82ed0.jpg', 'https://salt.tikicdn.com/ts/product/dd/d0/53/aa32783cd8da0f67c97bb091aa0e1316.jpg', 'https://salt.tikicdn.com/ts/product/e4/d7/25/41292bae51df795654ab18d86f2340f9.jpg']",cate,Take one dose every 12 hours.,May cause increased thirst.
"BOSSEN - NOMECTO Chewable Tablets to Kill Tick, Flea, and Scabies DEMODEX for Dogs",125000,2022-01-11,2024-07-05,2027-06-05,109,accessory,"['https://salt.tikicdn.com/ts/product/3b/80/1b/5c319da65c09a74861bbf56c37292c79.jpg', 'https://salt.tikicdn.com/ts/product/8c/6e/ba/fc2164d78c5523d44d8f34b0714cc674.jpg']",cate,Spray directly onto the surface and let dry.,May cause slight dryness of the skin.
"Nexgard - Demodex Tick, Flea, and Scabies Control Chewable Tablets for Dogs (1 Tablet)",129000,2023-12-07,2024-06-22,2027-04-07,120,accessory,"['https://salt.tikicdn.com/ts/product/5d/e0/4f/e995c084f927657aad038675677d369d.png', 'https://salt.tikicdn.com/ts/product/3f/34/e9/163dc50fa31ee922d8f0c39545b4ac42.jpg', 'https://salt.tikicdn.com/ts/product/15/e4/17/c9f6574132d79602d2ee6587aa012abd.jpg']",bird,"Apply externally only, avoid contact with eyes.",Minor skin peeling after prolonged use.
"BOSSEN - URI Shield (dogs) Supports Bladder Protection for Dogs, Helps Urinary Health - Box of 12 tablets",79000,2022-11-23,2024-06-12,2028-08-14,102,accessory,"['https://salt.tikicdn.com/ts/product/8e/85/55/256ff961217289085c4871585b642359.jpg', 'https://salt.tikicdn.com/ts/product/11/27/54/3f23ca7865610a486a89f2565dad5980.jpg', 'https://salt.tikicdn.com/ts/product/47/5f/70/c8ca85d942bdd581ae4aa27b9577f5be.jpg']",cate,Add one scoop to drinking water daily.,Occasional sneezing or nasal irritation.
BOSSEN - [CAT Calcium] Calcium Delight for cat Calcium and Mineral Supplement for Cats - Box of 20 packs of 2.5ml,70000,2023-03-20,2024-05-14,2027-12-12,136,accessory,"['https://salt.tikicdn.com/ts/product/9e/8b/06/a2a0c4c970633326d9beb18795204378.jpg', 'https://salt.tikicdn.com/ts/product/30/b0/c6/770395e50e15c058d45313786bf306b0.jpg']",cate,"Apply externally only, avoid contact with eyes.",Temporary stomach discomfort has been reported.
"BOSSEN - (Fish Oil for DOGS) SHINY for Dog Supplement Vitamins, Omega 3 and Essential Fatty Acids for Dogs",120000,2024-08-10,2024-03-29,2028-11-06,185,accessory,"['https://salt.tikicdn.com/ts/product/62/78/d8/65c6af87f3f136d84bf7db86c4729e83.jpg', 'https://salt.tikicdn.com/ts/product/15/74/2a/d9b228ea1095f6d05899488395b05b46.jpg']",bird,Apply gently before bedtime.,Slight redness or irritation may appear.
Deworming for Puppies Drontal Puppy Liquid 50ml - Elanco,305000,2024-01-23,2025-08-29,2027-05-12,87,accessory,"['https://salt.tikicdn.com/ts/product/fa/6f/03/91e025a51dea9c18a86d1f706df8d0e2.jpg', 'https://salt.tikicdn.com/ts/product/01/e1/ea/8cb5109bfc5f5ccc199fe63bcc1d2386.jpg', 'https://salt.tikicdn.com/ts/product/24/36/d7/555f7cf4604418fc0b0e5df7d4b68182.jpg']",dog,"Administer 2 tablets per day, morning and evening.",Mild digestive upset in some cases.
Respicure Vemedim - Treats Respiratory Infections for Dogs and Cats,22000,2024-09-23,2025-05-26,2026-12-02,174,accessory,"['https://salt.tikicdn.com/ts/product/1f/d9/6d/b414f9297011264d1b10155511ac9db2.png', 'https://salt.tikicdn.com/ts/product/ea/88/8f/570c217dbd8c1742a8c80a87d6909d04.png', 'https://salt.tikicdn.com/ts/product/7d/60/40/ed41c0eba870ed102a014fdd3dc4a037.png']",rabbit,Use 1 capsule daily after meals.,Temporary loss of appetite may occur.
"Seasal Drop Nose Drops - Helps with Stuffy Nose, Runny Nose, Cleans Nose for Dogs and Cats",69000,2023-09-07,2024-01-10,2028-12-12,128,accessory,"['https://salt.tikicdn.com/ts/product/b4/ff/eb/541796c2c3966e4f5fa5202361296be3.jpg', 'https://salt.tikicdn.com/ts/product/19/46/7b/04a04259b312f01b49a8fff60da64a5d.jpg', 'https://salt.tikicdn.com/ts/product/5d/85/9f/658e7518c47261ceaa488434ab52b973.jpg']",bird,Spray directly onto the surface and let dry.,Minor skin peeling after prolonged use.
"GENAZOL CREAM Antifungal, Antibacterial Cream for Dogs and Cats, 20g tube",55000,2023-09-25,2024-05-13,2026-11-11,176,accessory,"['https://salt.tikicdn.com/ts/product/2b/e8/64/5ffaf98e3c4c9d8de4d38f7eb6880e41.jpg', 'https://salt.tikicdn.com/ts/product/f8/bc/3f/10d7e0453a9832f3a866d7d4a79a9bea.jpg', 'https://salt.tikicdn.com/ts/product/76/ff/1a/db99f3222ee749446659551a8daa5798.jpg']",cate,Take 30 minutes before meals.,Minor skin peeling after prolonged use.
Hairball Cure Cat Hairball Pepper Gel 40g,75000,2023-10-28,2025-06-23,2027-03-31,199,accessory,"['https://salt.tikicdn.com/ts/product/a3/82/6f/5751d3b966a9305420bd94372ce02fd0.png', 'https://salt.tikicdn.com/ts/product/a2/0a/db/c4999457a40949eee5d218ae12ec6586.png']",dog,Take twice a day with a full glass of water.,Temporary fatigue during early use.
"Vime Deworm deworming for dogs (Vemedim, box of 10 tablets)",81000,2024-06-27,2025-09-24,2026-03-22,151,accessory,"['https://salt.tikicdn.com/ts/product/8e/2f/dd/26894934faedf9e3c4b3988b909a66f3.jpg', 'https://salt.tikicdn.com/ts/product/2f/89/af/9853ace6eae865c860d2219104b30a2c.jpg', 'https://salt.tikicdn.com/ts/product/35/81/bb/f1e92c0368dbff32f5e59e68fac0af74.png']",dog,Massage into skin until fully absorbed.,Slight redness or irritation may appear.
Bravecto Beef-flavored chewable tablets kill 100% of ticks in 12 hours for dogs 2-4.5kg,409000,2024-12-07,2024-02-23,2026-08-01,84,accessory,"['https://salt.tikicdn.com/ts/product/a5/dd/76/d6151ac2dcbf8ec80e5d99534629828e.jpg', 'https://salt.tikicdn.com/ts/product/63/8b/f8/c1e2dada9c35cefadf84d6f549f1d647.jpg', 'https://salt.tikicdn.com/ts/product/3b/10/0e/2ab1864b4d2eda9ef0f73851ec9ed384.jpg']",rabbit,"Administer 2 tablets per day, morning and evening.",Mild digestive upset in some cases.
[90 PILLS BOTTLE] FIVE-MULTIVIT (PLUS) - Super Vitamin and Mineral Supplement for Pets and Birds_Fivevet,449000,2023-09-08,2024-12-04,2026-09-29,75,accessory,"['https://salt.tikicdn.com/ts/product/43/9b/1f/c3a46760994dbc399e23fef1ca37dd55.jpg', 'https://salt.tikicdn.com/ts/product/b1/02/0f/50572eb524b2bf873bef000d1d7bc59d.jpg', 'https://salt.tikicdn.com/ts/product/f8/e7/ba/24fb342b6256ee75dc7ef89523f871c0.jpg']",dog,Use 1 capsule daily after meals.,Occasional sneezing or nasal irritation.
"Five-Alben100 Oral For Pet - Worm Remover for Fighting Chickens, Oral Birds, Pets (10ml)",16000,2022-09-27,2025-07-06,2028-08-04,100,accessory,"['https://salt.tikicdn.com/ts/product/5d/b8/98/c13598a8a53ab3b4362cf9ae9420a034.png', 'https://salt.tikicdn.com/ts/product/b9/20/41/4f2745484dac90b8174a920fd190f83f.png', 'https://salt.tikicdn.com/ts/product/6e/bd/7b/c8ce9c1d10d0a5f4dff5d48b6016df48.png']",cate,Use 1 capsule daily after meals.,Minor skin peeling after prolonged use.
