product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,weight,nutrition_description
"Bite Of Wild Cat Food Cat Grass, Chicken Liver, Chicken Eggs, Fresh Dried Meat Without Preservatives",42000,2023-09-05,2024-09-16,2027-07-29,105,food,"['https://salt.tikicdn.com/ts/product/47/be/96/1ab804f0d78ed7d4e3e91916f8cac3fc.jpg', 'https://salt.tikicdn.com/ts/product/03/2d/e9/fc7c4958e27fc422dcc405ddadb5607a.jpg', 'https://salt.tikicdn.com/ts/product/be/35/c8/65f1beec04893ce6b683025f611d76f4.jpg']",rabbit,2.0,"    Thức ăn cho mèo Bite Of Wild Cỏ Mèo, Gan Gà, Trứng Gà, Thịt Tươi Sấy Khô   LƯU Ý: Chúng mình sẽ đóng hàng rất cẩn thận, tuy nhiên vì độ giòn xốp cao nên sản phẩm trong lúc vận chuyển có thể sẽ..."
Grain food to reduce vomiting - supports delicious eating for cats of all ages from Japan Silver Spoon - fish/chicken flavor - 800g/1kg,175000,2022-04-20,2025-05-05,2027-07-12,141,food,"['https://salt.tikicdn.com/ts/product/b7/f7/c7/f469e90514b08f0f76c56b28f488a0e2.jpg', 'https://salt.tikicdn.com/ts/product/cf/a1/a9/714c405d5b76c3f9dae90652a7f525ed.jpg', 'https://salt.tikicdn.com/ts/product/98/16/96/f8b18dde8efae04bab83be80159b5ca7.jpg']",rabbit,8.0,"Silver Spoon - dòng Thơm Ngon là thức ăn khô cho mèo được sản xuất tại Nhật Bản,mang đến hương vị khó cưỡng và dinh dưỡng cân bằng với 2 hương vị Cá ngừ và  Thịt gà. Ứng dụng công nghệ Core-coating độ..."
Golden millet seeds are rich in nutrients for birds and parrots,15999,2023-07-27,2025-04-03,2028-01-28,174,food,['https://salt.tikicdn.com/ts/product/4f/e8/18/92a469550f9dbaa77a4f6a881239a807.jpg'],cate,1.0,"hạt kê bóng vàng nhiều chất dinh dưỡng dành cho chim, vẹt..."
"Mixed seeds with small fruit seeds for cockateil, LoveBird, Green check, rose-chested parrots",39999,2022-11-13,2025-07-09,2028-04-20,55,food,['https://salt.tikicdn.com/ts/product/da/22/e9/0dc0d5923ece492e8acec3dd222e61eb.jpg'],cate,7.5,"Hạt trộn kèm hạt trái cây nhỏ dành cho các dòng vẹt cockateil, LoveBird, Green check, ngực hồng..."
"High-quality mixed seeds for budgies, finch, 7-color, sparrow, and Japanese",24999,2023-04-19,2024-04-22,2027-09-20,79,food,['https://salt.tikicdn.com/ts/product/f5/72/67/0b374acd71f065f9aaf99261c282aa0e.jpg'],bird,10.0,Hạt trộn cao cấp dành cho yến phụng...
Taotaopet Dried Chicken Dog Treats 100gr,55000,2024-08-26,2025-06-07,2028-10-20,109,food,"['https://salt.tikicdn.com/ts/product/01/5e/48/fa705010bcd990fc1f6245dbb3d3edac.png', 'https://salt.tikicdn.com/ts/product/c2/e9/8a/3ff2146e3b5ca7e742cada62e8b2a4de.png', 'https://salt.tikicdn.com/ts/product/9f/e6/8a/020a46f5e04f23b036eee98448b0db9f.png']",cate,5.5,"Ức gà sấy khô Taotaopet với nguyên liệu 100% từ ức gà, là sản phẩm mới và chất lượng caoỨc gà sấy khô Taotaopet với những sớ thịt sấy dai ngon vẫn giữ được độ mềm, ngọt và hương thơm quyến rũ của thị..."
"Pedigree Puppy Chicken, Egg and Milk Flavor Dog Food 1.3kg/Bag",112000,2024-03-27,2024-11-05,2026-08-02,190,food,"['https://salt.tikicdn.com/ts/product/6f/73/7e/cc4d3b8809bf7f2114ba17182b536667.png', 'https://salt.tikicdn.com/ts/product/96/09/ba/e17d9cd3dd76811a44e20ec1348ed033.jpg', 'https://salt.tikicdn.com/ts/product/17/28/55/86a51c5006d0401137a75cdbbc283ed5.jpg']",dog,8.5,"Tăng Cường Phát Triển Não Bộ: Thức ăn cho chó con PEDIGREE chứa các chất dinh dưỡng quan trọng như DHA, chất xơ và canxi giúp phát triển tối ưu trí não cho chó con● Thúc Đẩy Tiêu Hoá Khoẻ Mạnh: Thức ..."
[Set of 2] Whiskas Junior 2-12 Months Kitten Food Mackerel & Sea Fish Flavor (Mix Flavors) 1.1kg/Bag,258000,2024-02-17,2025-11-23,2027-08-30,105,food,"['https://salt.tikicdn.com/ts/product/88/3e/b6/2d7e38eb563fe4d350c466c5ee959d46.png', 'https://salt.tikicdn.com/ts/product/ea/99/c3/12e2fef8ae2b7c24c57832899d7770c6.jpg', 'https://salt.tikicdn.com/ts/product/90/67/5f/9bcb488451224e71aa704ed91c805c1c.jpg']",rabbit,10.0,WHISKAS Thức ăn dạng hạt cho mèo con từ 2-12 tháng tuổi• Công thức dinh dưỡng cân bằng: Thức ăn cho mèo con WHISKAS được chế biến một cách chuyên nghiệp để cung cấp một bữa ăn toàn diện và cân bằng 1...
1kg bag - Catsrang cat food made in Korea and delicious,90000,2023-12-15,2024-05-02,2027-11-06,147,food,"['https://salt.tikicdn.com/ts/product/44/23/87/6f664076face56ffe68921cabed68532.jpg', 'https://salt.tikicdn.com/ts/product/69/6c/31/5996e96777d57cfbc956e7a1fa58de2f.jpg', 'https://salt.tikicdn.com/ts/product/13/de/3d/585da97218a2b24a84570445600290c8.jpg']",bird,9.0,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 5Kg là một trong những sản phẩm ưa chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế bao bì tiện lợi, sạch sẽ, dễ sử dụng Catsrang đang..."
Guppy Fish Food - 7 Color Fish Bran 20g Package,6000,2024-01-30,2025-10-25,2026-12-07,98,food,"['https://salt.tikicdn.com/ts/product/2d/58/93/9e276667705bb8ad73fe18cf6e3145a3.jpg', 'https://salt.tikicdn.com/ts/product/0d/7a/06/74e519b5e122c554091b29ac2cd8f3ad.jpg', 'https://salt.tikicdn.com/ts/product/1a/e9/56/29d54848dcbf8b0dbab02d98c345c295.jpg']",rabbit,8.0,"Thức Ăn Cá Bảy Màu - Cám Cá 7 Màu Gói 20g- Thức ăn cá bảy màu (Guppy) gói 20g cung cấp đầy đủ các chất dinh dưỡng cho cá bảy màu (Guppy), giúp cá phát triển và lên màu đẹp.- Thành phần dinh dưỡng:&..."
Classic Pet Adult Beef Flavor Dry Dog Food with Beef Flavor 400g,119000,2023-01-12,2024-07-24,2026-05-08,76,food,"['https://salt.tikicdn.com/ts/product/d6/72/57/d1a1d25de20a6c35e89497498d83213b.jpg', 'https://salt.tikicdn.com/ts/product/a4/9f/78/c4a65add9876a7a8c0df1b847025d853.jpg', 'https://salt.tikicdn.com/ts/product/c2/ba/77/db98561736e235661460bd3e18096929.jpg']",bird,2.0,"Thức Ăn hạt CP Classic Pets dành Cho Chó lớn gói 400gTổng hợp các thành phần dinh dưỡng như tinh bột, khoáng chất, vitamin, nướ mang lại cho chó hệ tiêu hóa khỏe mạnh.Tinh bột là nguồn năng lượng ch..."
(1KG/2.4KG) Dog Mania Adult - Grain food FOR ADULT DOGS imported from KOREA,225000,2024-05-16,2025-10-19,2026-09-22,86,food,"['https://salt.tikicdn.com/ts/product/a6/f2/ae/996cc0de7228de9510c90dd857193c76.jpg', 'https://salt.tikicdn.com/ts/product/8a/26/43/7dc07d94ff32435c6e9d48fb55903792.jpg']",cate,2.0,"CÔNG DỤNG SẢN PHẨMChiết xuất Keo ong là kháng sinh tự nhiên giúp duy trì nền tảng miễn dịch khỏe mạnh, đề kháng vượt trội, kháng nấm, virus và phòng ngừa bệnh khi giao mùaTinh chất Hương thảo giúp ..."
"GREENABC Ornamental Snakehead Fish Food - Channa Fish - 40% protein content helps fast growth, beautiful color, vibrant colors - Box of 350g",197000,2023-06-21,2025-05-27,2028-03-11,71,food,['https://salt.tikicdn.com/ts/product/0a/ee/42/ed0527f8d06fbbcf8f4992cd63a029d3.png'],bird,7.0,GREENABC - THỨC ĂN CÁ LÓC CẢNH - HÀM LƯỢNG PROTEIN > 40%GREENABC là thức ăn cao cấpdành cho CÁ LÓC CẢNH. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEIN bền vữ...
"1 NEXGARD SPECTRA tablet protects dogs from ticks, fleas, and worms",282000,2024-04-23,2025-01-31,2027-09-11,69,food,"['https://salt.tikicdn.com/ts/product/65/58/08/d1f36fd64e15326cdd7df824970804e7.png', 'https://salt.tikicdn.com/ts/product/3f/0d/ac/be3d1d2ce6d580e1f822f53ce34f4719.png', 'https://salt.tikicdn.com/ts/product/2a/a0/0c/75d43381d6503c695c93a456ebf7564f.jpg']",rabbit,10.0,"*** Giá bán áp dụng cho 1viên tách lẻ (không kèm hộp) *Viên nhai NexGard Spectra giúp kiếm soát các bệnh do ghẻ, ve, bọ chét, rận, giun tim, giun phổi giun thực quản, các loại giun đường tiêu hóa và ..."
"Pate for Adult Cats, Pate Whiskas Adult Tuna for Cats Bag of 12 Packs x 80g",13999,2023-02-04,2025-07-20,2027-02-03,113,food,"['https://salt.tikicdn.com/ts/product/7b/a4/de/0d1a194fa5933b897b6ddf41457e1ddb.jpg', 'https://salt.tikicdn.com/ts/product/73/85/77/f1e7d099583afac24aeb2c991c736a4b.jpg', 'https://salt.tikicdn.com/ts/product/97/75/b2/39d2d7cef9ced8d705dd94d9dea1d2b9.jpg']",rabbit,4.5,"PATE WHISKAS DẠNG GÓI CHO MÈO VỊ CÁ NGỪ 80GĐặc điểm nổi bậtPate Whiskas cho mèo là 1 loại thức ăn ngon tuyệt hảo, giàu dưỡng chất giúp mèo ăn ngon miệng, mau lớn.Whiskas với công thức cải tiến cun..."
"tylenro hen, cough, chicken and duck spit, 10gram package",10000,2024-06-22,2024-02-04,2027-02-17,127,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],dog,7.0,"  bộ 10 bịt sản phẩm kết thúc các dấu hiệu hen, khẹc khò kết hợp ho chăn nuôi giúp vật nuôi tăng sức đề kháng, ngăn ngừa bệnh giúp ít cho bà con chăn nuôi  ..."
[ 5 KG ] - Catsrang Korean cat food for all ages,532500,2024-10-18,2025-12-10,2027-01-12,132,food,"['https://salt.tikicdn.com/ts/product/77/d4/24/9338e8daa36be12ea7795e035c255fcc.jpg', 'https://salt.tikicdn.com/ts/product/1b/70/5c/370a0611964fcffcd2171aee303f1700.jpg', 'https://salt.tikicdn.com/ts/product/86/ff/24/0d5c827df986ff7053368116a183f306.jpg']",dog,1.0,...
Pedigree dog food beef & vegetable flavor 3kg bag,250000,2022-08-01,2024-07-31,2028-06-22,118,food,"['https://salt.tikicdn.com/ts/product/4b/d7/45/48bc37ab2f8aafc4d57faf2cf72d73f5.png', 'https://salt.tikicdn.com/ts/product/27/8a/af/03eee7aadf5575cdd3fd57ddf2082a3a.jpg', 'https://salt.tikicdn.com/ts/product/4b/dc/1c/52a4485c83883afc232bbd326007456c.jpg']",rabbit,1.5,"Cún cần lượng protein gấp 3 lần con người để tăng trưởng. Vì thế, cún cần được bổ sung đầy đủ các chất dinh dưỡng để duy trì thể trạng khỏe mạnh và vóc dáng cân đối.Sản phẩm thức ăn hạt khô Pedigree ..."
Ganador adult dog food lamb & rice flavor Lamb & Rice 3 kg,200000,2024-12-01,2025-06-28,2026-08-05,139,food,"['https://salt.tikicdn.com/ts/product/4d/c4/58/fb82a5684520d0cda9260c9242870bcf.jpg', 'https://salt.tikicdn.com/ts/product/9a/f6/7f/a3a5dad5eb1ff2edb63845b1a90dc1de.jpg', 'https://salt.tikicdn.com/ts/product/08/4e/32/f7ab057c0beefd694f4014c2e1a23875.jpg']",cate,0.5,Thức ăn cho chó trưởng thành vị thịt cừu và gạo Ganador Adult Lamb and RiceGANADOR ADULT LAMB & RICE 3kg(Dành cho chó trưởng thành từ 12 tháng trở lên)Mô tả sản phẩm:– Thức ăn Hỗn Hợp Ganador Thịt...
Catsrang Korean cat food,350000,2024-02-28,2024-11-25,2027-08-20,198,food,['https://salt.tikicdn.com/ts/product/df/5f/9b/09344ae609ca2c5e9a847f30c19440c9.jpg'],bird,5.0,"Giới thiệuCatsrang là nhãn hiệu thức ăn khô cho mèo đến từ Hàn Quốc, được chế biến từ các nguyên liệu đảm bảo cung cấp dinh dưỡng cho bé mèo của bạn.Thành phần chínhThịt gà xay nhỏ, cá xay nhỏ, gạo..."
CATSRANG cat food for all ages,65000,2022-06-25,2025-06-23,2027-03-08,146,food,"['https://salt.tikicdn.com/ts/product/0b/3f/3b/caea33d0ead9aab24c51f0aaa502af80.png', 'https://salt.tikicdn.com/ts/product/90/c8/e4/259937518f5cf377130320f7dc3eefce.png']",cate,3.0,"Thức Ăn Hạt Catsrang Cho Mèo Mọi Lứa Tuổi - 400 gram là một trong những sản phẩm ưu chuộng trên thị trường thức ăn dành cho thúcưng tại Việt Nam. Thiết kế hộp tiện lợi, sạch sẽ, dễ sử dụng catsran..."
Royal Canin Xsmall Puppy dog ​​food 1.5kg,550000,2022-12-31,2024-06-30,2027-07-16,116,food,['https://salt.tikicdn.com/ts/product/6a/b7/ec/63c570805904d84295c67333776472ad.jpg'],rabbit,1.5,"ROYAL CANIN X - SMALL PUPPYDành riêng cho chó siêu nhỏ có kích cỡ dưới 4 kg, ở độ tuổi từ 2 - 10 thángLợi íchĐược sản xuất với công thức độc quyền các dưỡng chất cần thiết giúp hỗ trợ sức khỏe hệ..."
Royal Canin Urinary S/O Feline cat food 1.5kg,600000,2022-06-06,2024-06-03,2026-05-12,200,food,['https://salt.tikicdn.com/ts/product/3a/17/64/fcdff2ffa99ef2756dc5ea819df9440b.png'],dog,0.5,"ROYAL CANIN URINARY S/O HỖ TRỢ MÈO MẮC BỆNH SỎI THẬN ĐẶC TÍNH NỔI BẬTLàm tan sỏi trong nước tiểu hiệu quả, đồng thời ngăn ngừa sự phát triển của vi khuẩn thường là nguyên nhân của sỏi.Tạo môi trư..."
Royal Canin Hairball Care Cat Food 2kg,700000,2022-02-10,2024-11-03,2027-06-10,167,food,['https://salt.tikicdn.com/ts/product/c4/71/0f/72b5b9fb6c4e635556cb06810bb22e95.jpg'],dog,4.0,Hình dáng hạtKết cấu hình tam giác thúc đẩy việc nhai của mèo để giúp làm giảm sự hình thành mảng bám trên răng.Hiệu quả của ROYAL CANIN Intense Hairball sẽ được chứng minh sau 14 ngày sử dụng thườ...
Royal Canin Maxi Puppy Dog Food 10kg,2000000,2022-05-06,2024-07-06,2026-02-23,138,food,['https://salt.tikicdn.com/ts/product/5b/75/e3/a0b57f4a72b446552cf5e042b66a48e6.jpg'],bird,5.0,LỢI ÍCHHệ tiêu hóa khỏe mạnhSự kết hợp độc đáo của các chất dinh dưỡng để hỗ trợ tiêu hóa với các protein tiêu hóa cao (LIP) và sự cân bằng đường ruột cùng với hệ dưỡng chất hỗ trợ phát triển hệ bài...
SmartHeart Power Pack Adult Dog Food (3Kg),220000,2024-08-22,2024-01-19,2027-01-31,130,food,['https://salt.tikicdn.com/ts/product/1d/ad/18/1064bd3d375112ba293f331327f6ea1c.jpg'],cate,8.0,"Đồ Ăn Chó Trưởng Thành SmartHeart Power Pack (3Kg) chứa đầy đủ dưỡng chất, giàu năng lượng cho các chú chó thường xuyên vận động.Giàu nguồn đạm chất lượng hỗ trợ phát triển hệ thống co bắp.L-Carnit..."
SmartHeart Gold Small Breed Adult Dog Food Lamb and Rice Flavor (1Kg),123400,2023-05-30,2025-05-04,2026-02-02,142,food,['https://salt.tikicdn.com/ts/product/21/1b/a5/2a73e618613e3c571ff26b822c3ce700.jpg'],dog,8.5,"Đồ Ăn Chó Trưởng Thành Giống Nhỏ Hương Vị Cừu Và Gạo SmartHeart Gold (1Kg) chứa Glucozamin & Chondroitin từ bột cừu hỗ trợ chức năng khớp & sụn, giúp xương khớp phát triển khoẻ mạnh.Gạo là n..."
Royal Canin Mini Puppy Dog Food (800g),290000,2024-11-14,2024-12-24,2027-03-09,84,food,['https://salt.tikicdn.com/ts/product/2f/0e/49/2aa67d9e7f30058cd9d7f757962c7f72.jpg'],cate,8.5,"Thức Ăn Cho Chó Royal Canin Mini Puppy (800g) là sản phẩm dành cho thú cưng của bạn, chứa nhiều chất dinh dưỡng giúp cơ thể chuyển hóa nhanh chất dinh dưỡng đi nuôi cơ thể sẽ là một sản phẩm hữu ích ..."
Me-O Adult Cat Food (1.2kg),139700,2022-09-21,2025-01-19,2026-02-04,138,food,"['https://salt.tikicdn.com/ts/product/44/00/14/ee6094f3636723776996b5bec65769a2.jpg', 'https://salt.tikicdn.com/ts/product/54/ab/31/e2e0165295886db913420a390ea1a236.jpg']",bird,2.5,"Thức Ăn Cho Mèo Lớn Me-O Adult là sản phẩm dành cho thú cưng của bạn, chứa nhiều chất dinh dưỡng giúp cơ thể chuyển hóa nhanh chất dinh dưỡng đi nuôi cơ thể sẽ là một sản phẩm hữu ích toàn diện, ngoà..."
Royal Canin Indoor Cat Food 27 (2kg),650000,2024-11-03,2025-01-17,2026-10-09,88,food,"['https://salt.tikicdn.com/ts/product/bb/66/eb/a51254e8886f7ddf2aebc353b118df06.jpg', 'https://salt.tikicdn.com/ts/product/8f/99/19/1277a716577837c51f3fc6e4f346cd72.jpg', 'https://salt.tikicdn.com/ts/product/52/52/41/94a90beebae211fa735153eb307e408f.jpg']",cate,7.0,"Thức Ăn Cho Mèo Royal Canin Indoor 27 (2kg) được chế biến có hương vị thơm ngon, mang lại nguồn dinh dưỡng và khoáng chất dồi dào cần thiết cho thú cưng.Hàm lượng dinh dưỡng cân đối giúp thú cưng ph..."
Royal Canin Indoor Cat Food 27 (1kg Divided),290000,2024-01-10,2025-04-10,2027-11-23,139,food,"['https://salt.tikicdn.com/ts/product/68/46/37/772412d9cef9c4d59d8aae4504694327.jpg', 'https://salt.tikicdn.com/ts/product/0b/14/d0/28a815e83cef8a8a001e3c19524060ed.jpg']",dog,3.0,"Thức Ăn Cho Mèo Royal Canin Indoor 27 (1kg Chia) được chế biến có hương vị thơm ngon, mang lại nguồn dinh dưỡng và khoáng chất dồi dào cần thiết cho thú cưng.Hàm lượng dinh dưỡng cân đối giúp thú cư..."
Hanvet Sanpet Dog and Cat Dewormer (1 Blister of 10 Tablets),90000,2024-04-17,2025-06-24,2026-03-05,153,food,"['https://salt.tikicdn.com/media/catalog/product/1/_/1.u2409.d20171011.t105638.533693.jpg', 'https://salt.tikicdn.com/media/catalog/product/h/a/hanvet-sanpest--1-.u2409.d20171011.t105638.569679.jpg']",dog,4.0," Tẩy Giun Chó Mèo Hanvet Sanpet (1 Vỉ 10 Viên) - Tẩy sạch các loại sán dây, sán hạt dưa và giun tròn ký sinh ở chó, mèo và động vật ăn thịt. Sán dây: Sán hạt dưa (Echinococcus granulosus) , Dipylidi..."
Me-O Adult Cat Food Seafood Flavor (7kg),517900,2022-07-14,2025-03-24,2028-11-04,171,food,['https://salt.tikicdn.com/ts/product/34/8c/9c/b2e5abf0fc1c8e38f88ed1a19b090bc8.jpg'],cate,9.0,"Đồ Ăn Cho Mèo Trưởng Thành Me-O Vị Hải Sản (7kg) cung cấp Acid Amino cần thiết cho đôi mắt và cải thiện thị giác.Bên cạnh đó, loại thức ăn này còn chứa Omega 3 và Omega 6 từ dầu chất lượng cao trong..."
Pedigree Dentastix Small Dogs Dental Care 75g For Small Dogs and Adult Dogs over 1 year old,36000,2022-10-14,2024-01-25,2027-03-15,101,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",bird,2.0,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ và Chó Trưởng Thành trên 1 tuổi Pedigree-75g được nghiên cứu tại trung tâm Dinh Dưỡng Thú Nuôi Waltham và đã được chứng minh rằng sản phẩm sẽ giúp giảm đến 80...
Pedigree Beef and Vegetable Flavor Dog Food 1.5kg Bag,113000,2022-12-09,2025-02-06,2027-04-03,127,food,"['https://salt.tikicdn.com/ts/product/8c/6f/09/78a39ec95f5c3715fcf3575c77ec0cbc.png', 'https://salt.tikicdn.com/ts/product/09/8e/46/77e0897971dd47dda0562ba676a4b63f.jpg', 'https://salt.tikicdn.com/ts/product/52/c9/16/7f768a099531daf4ae04471da18065fd.png']",dog,2.5,"Thức Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 1.5kg chứa nhiều chất dinh dưỡng như chất béo, vitamin… cùng sự thơm ngon của vị bò, sản phẩm chắc chắn sẽ khiến những chú chó cưng của ..."
Pedigree Beef and Vegetable Flavor Dog Treats 500g Bag,36000,2023-08-16,2025-10-16,2027-12-26,99,food,"['https://salt.tikicdn.com/ts/product/47/fa/84/33f75dbb893205f06abaffc63ec7c74a.png', 'https://salt.tikicdn.com/ts/product/30/bd/aa/3df0433ec905eb0b4410a49cb4dab877.png', 'https://salt.tikicdn.com/ts/product/19/d2/b8/900d3665de5e36fadf548c5c8df26aac.jpg']",dog,9.5,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 500g được chế biến từ các loại rau củ quả nhiều chất dinh dưỡng cùng với vị thịt bò thơm ngon sẽ đem lại sự thích thú cho chó cưng nhà bạn...
"Orgo Bone Chews Clean Teeth, Taste Good Mouth, Supplement Calcium for Dogs",29000,2023-05-03,2025-11-09,2027-04-13,145,food,"['https://salt.tikicdn.com/ts/product/95/b9/29/3fb92ea3f7959298f458ea832fb87168.jpg', 'https://salt.tikicdn.com/ts/product/8c/96/76/166ea6cff51d1601b26abaeb525ee2c5.jpg', 'https://salt.tikicdn.com/ts/product/80/7c/84/98b9fc29b0e8100db85016fd50ffa950.jpg']",rabbit,3.0,"Xương Gặm Orgo Sạch Răng, Thơm Miệng, Bổ Sung Canxi Cho Chó Thông tin sản phẩm: Xương gặm Orgo có 4 hương vị:- Xương thịt bò: Chứa các thành phần thịt bò tự nhiên bổ sung dinh dưỡng và năng lượng, ..."
DOGGYMAN DRIED CHICKEN PILLS SUPPLEMENT COLLAGEN AND LACTIC BACTERIA 140G - CHICKEN MEATBALL TREATS FOR DOG,85000,2024-04-20,2025-12-23,2027-07-31,114,food,"['https://salt.tikicdn.com/ts/product/b1/d4/15/fb35e0c7cd6c7296e7cf8e402acc6ef5.jpg', 'https://salt.tikicdn.com/ts/product/ed/96/16/5ede54ca5f98e2e99fc3db0308722c1c.jpg']",dog,3.0,"Thành phần:Thịt (gà, ức gà, collagen gà), bột mì, đạm đậu nành, đường, vụn bánh mì, dầu thực vật, lợi khuẩn lactic, glycerin, sorbitol, trehalose, kali sorbate, natri dehydroacetate, khoáng chất (nat..."
